person_age,person_income,person_emp_length,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,cred_hist_to_age_ratio,debt_burden_index,person_home_ownership,loan_intent,cb_person_default_on_file,loan_status
38,64300,1.8,10000,11.84,0.1555,3,0.15,0.0184,MORTGAGE,EDUCATION,N,0
42,109500,6.7,11400,13.57,0.1041,8,0.3333,0.0141,RENT,DEBTCONSOLIDATION,N,0
51,54700,0.1,13200,16.51,0.2413,4,0.1212,0.0398,MORTGAGE,MEDICAL,N,0
56,57300,0.1,14100,12.04,0.2461,4,0.1053,0.0296,RENT,EDUCATION,N,0
54,20400,7.5,30200,21.28,1.4804,2,0.0556,0.315,RENT,VENTURE,N,1
43,181700,6.2,4700,10.17,0.0259,10,0.4,0.0026,RENT,HOMEIMPROVEMENT,N,0
58,56700,8.4,20000,,0.3527,10,0.25,0.0447,MORTGAGE,DEBTCONSOLIDATION,Y,0
36,64700,0.8,23600,14.17,0.3648,5,0.2778,0.0517,MORTGAGE,PERSONAL,Y,0
41,53000,2.4,7100,11.13,0.134,7,0.3043,0.0149,RENT,VENTURE,N,0
26,18000,2.3,9500,18.64,0.5278,7,0.875,0.0984,RENT,EDUCATION,N,1
45,51800,10.6,29700,17.81,0.5734,5,0.1852,0.1021,RENT,MEDICAL,Y,1
39,59000,4.4,17100,9.91,0.2898,6,0.2857,0.0287,RENT,MEDICAL,N,0
39,145400,0.3,6200,6.89,0.0426,5,0.2381,0.0029,MORTGAGE,VENTURE,N,0
44,60300,5.0,17800,9.35,0.2952,7,0.2692,0.0276,MORTGAGE,PERSONAL,N,0
33,32300,2.0,22100,20.63,0.6842,4,0.2667,0.1412,RENT,EDUCATION,Y,1
38,36400,2.1,7200,10.81,0.1978,3,0.15,0.0214,OWN,VENTURE,N,0
38,36400,,10400,13.15,0.2857,3,0.15,0.0376,MORTGAGE,VENTURE,N,0
37,120700,7.0,23600,11.87,0.1955,10,0.5263,0.0232,MORTGAGE,PERSONAL,N,0
38,79400,1.9,10500,9.37,0.1322,6,0.3,0.0124,RENT,MEDICAL,N,0
37,57800,6.1,20300,12.48,0.3512,7,0.3684,0.0438,RENT,PERSONAL,N,0
50,68900,6.5,24700,14.9,0.3585,12,0.375,0.0534,MORTGAGE,MEDICAL,Y,0
41,68300,3.4,19600,13.18,0.287,11,0.4783,0.0378,MORTGAGE,PERSONAL,N,0
54,64100,3.9,23900,14.75,0.3729,6,0.1667,0.055,RENT,VENTURE,N,0
33,56700,3.9,15500,11.69,0.2734,6,0.4,0.032,RENT,EDUCATION,N,0
34,35300,0.2,18200,16.76,0.5156,16,1.0,0.0864,RENT,DEBTCONSOLIDATION,N,0
61,78900,9.9,8500,,0.1077,9,0.2093,0.0136,RENT,PERSONAL,N,0
47,62300,0.7,2700,7.87,0.0433,7,0.2414,0.0034,MORTGAGE,VENTURE,N,0
44,55000,,16600,14.83,0.3018,5,0.1923,0.0448,MORTGAGE,HOMEIMPROVEMENT,N,0
47,108000,13.7,19200,11.0,0.1778,5,0.1724,0.0196,RENT,DEBTCONSOLIDATION,N,0
38,175300,0.5,8700,9.24,0.0496,4,0.2,0.0046,RENT,PERSONAL,N,0
44,48100,,6000,,0.1247,3,0.1154,0.0158,MORTGAGE,PERSONAL,N,1
32,29800,1.0,16600,19.83,0.557,10,0.7143,0.1105,RENT,PERSONAL,Y,1
42,41800,9.8,13300,12.59,0.3182,4,0.1667,0.0401,MORTGAGE,EDUCATION,N,0
34,53600,1.2,7800,10.32,0.1455,4,0.25,0.015,OWN,PERSONAL,N,0
47,94000,5.9,30400,13.23,0.3234,3,0.1034,0.0428,OWN,HOMEIMPROVEMENT,N,0
38,16700,0.1,19200,19.11,1.1497,11,0.55,0.2197,MORTGAGE,VENTURE,N,1
41,61300,,7100,7.62,0.1158,9,0.3913,0.0088,RENT,EDUCATION,N,0
40,181900,0.7,22200,8.87,0.122,3,0.1364,0.0108,MORTGAGE,MEDICAL,N,0
51,47400,1.6,14400,11.89,0.3038,5,0.1515,0.0361,RENT,EDUCATION,N,0
57,39600,4.0,17700,14.54,0.447,5,0.1282,0.065,MORTGAGE,MEDICAL,N,0
46,50800,2.5,21500,12.92,0.4232,11,0.3929,0.0547,MORTGAGE,MEDICAL,Y,1
40,58400,7.7,31200,16.02,0.5342,4,0.1818,0.0856,MORTGAGE,EDUCATION,N,0
46,132300,6.1,26200,12.35,0.198,6,0.2143,0.0245,RENT,HOMEIMPROVEMENT,N,0
52,50400,6.3,22400,15.09,0.4444,10,0.2941,0.0671,MORTGAGE,MEDICAL,N,1
47,171200,7.8,4300,12.08,0.0251,2,0.069,0.003,RENT,VENTURE,Y,0
36,121100,4.2,12600,6.91,0.104,11,0.6111,0.0072,RENT,HOMEIMPROVEMENT,N,0
39,36600,2.7,5000,13.44,0.1366,4,0.1905,0.0184,RENT,EDUCATION,N,0
36,108100,3.0,9900,12.48,0.0916,6,0.3333,0.0114,MORTGAGE,VENTURE,Y,1
44,20000,26.0,24000,17.09,1.2,11,0.4231,0.2051,MORTGAGE,EDUCATION,Y,1
34,97400,10.1,19300,10.97,0.1982,3,0.1875,0.0217,MORTGAGE,DEBTCONSOLIDATION,Y,0
45,35700,5.3,23400,,0.6555,6,0.2222,0.083,RENT,PERSONAL,Y,1
54,127400,10.2,12000,8.83,0.0942,8,0.2222,0.0083,MORTGAGE,EDUCATION,N,0
28,55600,4.9,8000,7.44,0.1439,7,0.7,0.0107,RENT,VENTURE,N,0
52,84700,1.4,7400,9.13,0.0874,2,0.0588,0.008,MORTGAGE,PERSONAL,N,0
29,36800,11.0,10500,12.76,0.2853,7,0.6364,0.0364,MORTGAGE,PERSONAL,N,0
41,33300,5.6,23300,17.18,0.6997,6,0.2609,0.1202,RENT,EDUCATION,N,1
53,29900,2.5,10300,,0.3445,6,0.1714,0.0436,MORTGAGE,PERSONAL,N,0
32,65000,6.1,18000,15.88,0.2769,5,0.3571,0.044,MORTGAGE,DEBTCONSOLIDATION,N,0
37,86200,7.1,2500,7.42,0.029,5,0.2632,0.0022,MORTGAGE,VENTURE,N,0
50,61400,1.3,5000,6.67,0.0814,5,0.1562,0.0054,MORTGAGE,PERSONAL,N,0
40,17000,0.5,8600,17.84,0.5059,6,0.2727,0.0903,RENT,MEDICAL,Y,0
47,53600,2.7,11000,11.11,0.2052,5,0.1724,0.0228,RENT,PERSONAL,N,0
38,93100,5.1,5800,8.91,0.0623,6,0.3,0.0056,MORTGAGE,EDUCATION,N,0
34,73700,0.8,20200,13.44,0.2741,4,0.25,0.0368,MORTGAGE,MEDICAL,N,0
51,42500,3.1,19500,18.27,0.4588,2,0.0606,0.0838,RENT,EDUCATION,N,0
44,29600,10.7,16700,18.93,0.5642,10,0.3846,0.1068,MORTGAGE,VENTURE,N,1
36,21600,1.7,9500,15.72,0.4398,7,0.3889,0.0691,RENT,HOMEIMPROVEMENT,N,0
41,43800,0.7,8400,15.63,0.1918,12,0.5217,0.03,RENT,MEDICAL,N,0
37,29300,2.2,10900,16.33,0.372,11,0.5789,0.0607,RENT,DEBTCONSOLIDATION,N,1
53,48900,10.9,4400,,0.09,8,0.2286,0.0114,RENT,DEBTCONSOLIDATION,N,0
44,106100,4.5,14000,13.25,0.132,3,0.1154,0.0175,RENT,PERSONAL,N,1
37,29700,5.9,6100,13.37,0.2054,2,0.1053,0.0275,MORTGAGE,MEDICAL,N,0
61,54200,1.4,12300,13.96,0.2269,9,0.2093,0.0317,OTHER,VENTURE,N,0
50,25000,,31000,17.4,1.24,5,0.1562,0.2158,RENT,PERSONAL,N,1
39,66800,1.0,6700,9.23,0.1003,4,0.1905,0.0093,MORTGAGE,EDUCATION,N,0
57,66600,2.7,9600,10.81,0.1441,5,0.1282,0.0156,RENT,MEDICAL,N,0
36,187500,2.3,8000,10.66,0.0427,11,0.6111,0.0046,OWN,PERSONAL,N,0
50,72900,5.2,25500,12.19,0.3498,8,0.25,0.0426,RENT,EDUCATION,N,0
36,59000,3.2,5600,8.58,0.0949,5,0.2778,0.0081,RENT,EDUCATION,N,0
47,104200,1.2,21700,11.81,0.2083,11,0.3793,0.0246,RENT,PERSONAL,N,0
44,47400,11.6,8600,11.92,0.1814,5,0.1923,0.0216,OWN,VENTURE,N,0
25,105100,1.1,12000,8.62,0.1142,6,0.8571,0.0098,RENT,VENTURE,N,0
45,77400,4.6,23100,12.53,0.2984,6,0.2222,0.0374,RENT,EDUCATION,N,0
41,33800,5.6,21700,17.23,0.642,3,0.1304,0.1106,RENT,MEDICAL,N,1
34,70700,1.0,30000,9.07,0.4243,5,0.3125,0.0385,MORTGAGE,MEDICAL,N,0
48,61900,4.4,11200,13.61,0.1809,6,0.2,0.0246,OWN,VENTURE,N,0
49,114700,9.2,8400,6.4,0.0732,4,0.129,0.0047,MORTGAGE,HOMEIMPROVEMENT,N,0
36,35800,2.8,22200,20.31,0.6201,10,0.5556,0.1259,RENT,VENTURE,N,1
48,33600,4.3,7400,10.84,0.2202,3,0.1,0.0239,RENT,HOMEIMPROVEMENT,N,0
39,32000,6.4,12900,,0.4031,5,0.2381,0.051,RENT,MEDICAL,N,0
47,88100,0.9,2900,,0.0329,9,0.3103,0.0042,RENT,DEBTCONSOLIDATION,N,0
52,32100,1.3,16700,16.95,0.5202,7,0.2059,0.0882,MORTGAGE,EDUCATION,N,0
33,31900,1.2,6900,13.68,0.2163,12,0.8,0.0296,RENT,DEBTCONSOLIDATION,N,0
51,31300,1.1,15400,17.74,0.492,3,0.0909,0.0873,MORTGAGE,DEBTCONSOLIDATION,N,0
61,81200,5.0,15400,14.82,0.1897,7,0.1628,0.0281,RENT,EDUCATION,N,0
48,66500,7.0,14400,14.19,0.2165,12,0.4,0.0307,MORTGAGE,DEBTCONSOLIDATION,N,0
41,50100,2.4,22300,15.71,0.4451,9,0.3913,0.0699,RENT,EDUCATION,Y,0
59,22500,1.0,16100,22.4,0.7156,3,0.0732,0.1603,RENT,MEDICAL,Y,1
54,28100,2.0,12600,16.62,0.4484,11,0.3056,0.0745,MORTGAGE,VENTURE,N,1
53,71900,24.1,24300,11.57,0.338,12,0.3429,0.0391,RENT,HOMEIMPROVEMENT,N,0
37,90100,2.0,13100,12.43,0.1454,2,0.1053,0.0181,RENT,DEBTCONSOLIDATION,N,0
37,41200,0.6,22600,21.3,0.5485,5,0.2632,0.1168,MORTGAGE,EDUCATION,Y,1
46,144300,,3900,5.42,0.027,12,0.4286,0.0015,RENT,EDUCATION,N,0
38,61100,3.6,7200,12.15,0.1178,7,0.35,0.0143,RENT,HOMEIMPROVEMENT,N,0
37,34500,0.0,28200,20.91,0.8174,7,0.3684,0.1709,RENT,VENTURE,Y,1
38,21800,16.5,2800,11.04,0.1284,10,0.5,0.0142,RENT,MEDICAL,Y,0
50,35700,3.0,4300,9.22,0.1204,7,0.2188,0.0111,RENT,VENTURE,N,0
43,39400,,19400,19.99,0.4924,12,0.48,0.0984,MORTGAGE,DEBTCONSOLIDATION,Y,0
54,53400,13.0,13300,10.51,0.2491,5,0.1389,0.0262,MORTGAGE,EDUCATION,N,0
55,78900,2.7,13100,9.54,0.166,6,0.1622,0.0158,MORTGAGE,DEBTCONSOLIDATION,N,0
35,88500,,4800,9.73,0.0542,5,0.2941,0.0053,MORTGAGE,EDUCATION,N,0
50,88800,2.7,22800,,0.2568,14,0.4375,0.0325,MORTGAGE,VENTURE,N,0
38,79300,0.6,13000,11.05,0.1639,6,0.3,0.0181,MORTGAGE,EDUCATION,N,0
41,74100,2.1,31500,15.38,0.4251,14,0.6087,0.0654,MORTGAGE,MEDICAL,N,0
33,40200,2.3,12100,13.26,0.301,2,0.1333,0.0399,RENT,VENTURE,N,0
45,46400,3.4,20600,,0.444,10,0.3704,0.0562,RENT,DEBTCONSOLIDATION,N,1
32,16200,2.6,32900,18.01,2.0309,8,0.5714,0.3658,MORTGAGE,EDUCATION,Y,1
55,17500,4.0,10800,20.18,0.6171,6,0.1622,0.1245,RENT,MEDICAL,N,1
33,20100,5.1,15900,19.82,0.791,7,0.4667,0.1568,RENT,HOMEIMPROVEMENT,Y,1
38,40200,1.7,26300,18.87,0.6542,6,0.3,0.1234,RENT,HOMEIMPROVEMENT,Y,1
58,81500,1.4,15300,13.02,0.1877,5,0.125,0.0244,MORTGAGE,EDUCATION,N,0
62,93800,3.8,12600,10.03,0.1343,11,0.25,0.0135,RENT,MEDICAL,N,0
35,110500,1.8,21700,16.23,0.1964,8,0.4706,0.0319,RENT,DEBTCONSOLIDATION,N,0
45,26400,8.0,5300,8.82,0.2008,5,0.1852,0.0177,RENT,EDUCATION,N,0
39,40000,0.0,29200,19.95,0.73,12,0.5714,0.1456,MORTGAGE,VENTURE,N,1
46,47100,28.0,6500,9.94,0.138,8,0.2857,0.0137,MORTGAGE,MEDICAL,N,0
46,67100,3.0,23500,16.62,0.3502,8,0.2857,0.0582,RENT,VENTURE,Y,1
66,34700,6.4,11200,16.75,0.3228,7,0.1458,0.0541,MORTGAGE,PERSONAL,N,0
42,60900,8.6,21800,13.41,0.358,4,0.1667,0.048,RENT,MEDICAL,N,0
55,45700,1.3,12700,13.14,0.2779,2,0.0541,0.0365,MORTGAGE,MEDICAL,N,0
52,24300,0.7,24500,,1.0082,9,0.2647,0.1276,MORTGAGE,VENTURE,N,1
49,71900,6.8,10900,10.52,0.1516,8,0.2581,0.0159,RENT,EDUCATION,N,0
42,200400,5.7,6400,10.32,0.0319,17,0.7083,0.0033,RENT,EDUCATION,N,0
54,38800,0.8,2100,12.17,0.0541,7,0.1944,0.0066,RENT,VENTURE,N,0
42,73900,0.4,5200,9.44,0.0704,7,0.2917,0.0066,RENT,EDUCATION,N,0
61,23400,9.0,24200,17.43,1.0342,5,0.1163,0.1803,RENT,VENTURE,Y,1
47,51400,0.6,23500,17.19,0.4572,8,0.2759,0.0786,RENT,VENTURE,N,1
39,48900,10.2,9500,,0.1943,2,0.0952,0.0246,RENT,DEBTCONSOLIDATION,Y,0
41,55600,1.1,17200,,0.3094,10,0.4348,0.0392,MORTGAGE,DEBTCONSOLIDATION,N,0
39,90600,1.3,28700,13.51,0.3168,2,0.0952,0.0428,RENT,HOMEIMPROVEMENT,Y,1
50,62100,8.3,19200,12.21,0.3092,4,0.125,0.0378,RENT,EDUCATION,N,0
36,92600,8.8,7100,11.34,0.0767,10,0.5556,0.0087,RENT,EDUCATION,N,0
62,127300,2.7,26600,11.51,0.209,6,0.1364,0.0241,RENT,EDUCATION,N,0
43,54700,5.8,6700,10.45,0.1225,4,0.16,0.0128,RENT,HOMEIMPROVEMENT,N,0
48,194600,,16200,10.04,0.0832,8,0.2667,0.0084,OWN,PERSONAL,N,0
49,51700,4.5,10400,10.49,0.2012,7,0.2258,0.0211,MORTGAGE,PERSONAL,N,0
34,65800,2.9,22500,16.51,0.3419,9,0.5625,0.0564,MORTGAGE,VENTURE,N,0
36,56000,6.7,17900,11.36,0.3196,10,0.5556,0.0363,MORTGAGE,MEDICAL,N,0
47,16200,6.2,8600,15.43,0.5309,10,0.3448,0.0819,MORTGAGE,HOMEIMPROVEMENT,N,0
53,84400,3.3,9300,11.66,0.1102,8,0.2286,0.0128,RENT,VENTURE,N,0
35,36400,4.2,13800,16.55,0.3791,6,0.3529,0.0627,RENT,MEDICAL,N,1
39,52200,10.3,10300,14.08,0.1973,6,0.2857,0.0278,RENT,VENTURE,N,0
39,34500,4.1,4400,10.19,0.1275,6,0.2857,0.013,MORTGAGE,PERSONAL,N,0
51,113200,3.9,5000,9.77,0.0442,5,0.1515,0.0043,MORTGAGE,PERSONAL,N,0
44,65800,0.3,11700,11.23,0.1778,7,0.2692,0.02,RENT,VENTURE,N,0
47,30400,2.2,15700,17.97,0.5164,8,0.2759,0.0928,MORTGAGE,PERSONAL,Y,0
47,54500,4.0,20500,13.7,0.3761,6,0.2069,0.0515,MORTGAGE,MEDICAL,N,1
56,43400,1.4,2000,6.94,0.0461,15,0.3947,0.0032,OWN,EDUCATION,N,0
39,44000,6.8,14300,15.15,0.325,5,0.2381,0.0492,MORTGAGE,MEDICAL,N,0
57,121300,6.6,13500,12.65,0.1113,3,0.0769,0.0141,MORTGAGE,VENTURE,N,0
45,38700,0.7,13200,16.46,0.3411,6,0.2222,0.0561,MORTGAGE,DEBTCONSOLIDATION,N,0
49,38400,1.3,9100,11.72,0.237,11,0.3548,0.0278,RENT,EDUCATION,N,1
46,224700,1.4,2700,,0.012,3,0.1071,0.0015,RENT,MEDICAL,N,0
29,43600,1.3,3800,8.66,0.0872,6,0.5455,0.0076,OWN,HOMEIMPROVEMENT,N,0
36,123000,2.6,25400,11.93,0.2065,5,0.2778,0.0246,MORTGAGE,PERSONAL,N,0
53,60400,0.4,13100,13.89,0.2169,6,0.1714,0.0301,RENT,DEBTCONSOLIDATION,N,0
38,49200,0.9,11500,,0.2337,12,0.6,0.0296,RENT,VENTURE,N,0
44,101300,2.4,15000,10.08,0.1481,6,0.2308,0.0149,MORTGAGE,PERSONAL,N,0
51,25900,3.5,19000,16.05,0.7336,7,0.2121,0.1177,MORTGAGE,EDUCATION,N,1
35,29800,6.3,28900,19.76,0.9698,3,0.1765,0.1916,RENT,MEDICAL,N,0
48,30600,6.5,13000,17.08,0.4248,5,0.1667,0.0726,RENT,PERSONAL,Y,1
37,58500,7.3,4600,7.95,0.0786,6,0.3158,0.0062,MORTGAGE,EDUCATION,N,0
39,122900,11.7,6300,5.42,0.0513,6,0.2857,0.0028,MORTGAGE,HOMEIMPROVEMENT,N,0
38,17900,6.9,24700,16.42,1.3799,4,0.2,0.2266,RENT,MEDICAL,Y,1
40,33300,0.0,18700,17.98,0.5616,2,0.0909,0.101,RENT,DEBTCONSOLIDATION,Y,1
49,25800,0.3,18600,19.14,0.7209,9,0.2903,0.138,MORTGAGE,VENTURE,N,1
66,50400,12.9,8800,8.86,0.1746,22,0.4583,0.0155,MORTGAGE,MEDICAL,N,0
52,60500,3.4,5800,7.71,0.0959,7,0.2059,0.0074,MORTGAGE,VENTURE,N,0
43,146800,0.8,8400,8.08,0.0572,3,0.12,0.0046,MORTGAGE,PERSONAL,N,0
31,50100,1.5,16500,,0.3293,11,0.8462,0.0417,RENT,EDUCATION,Y,0
41,250000,0.4,18400,8.76,0.0736,2,0.087,0.0064,MORTGAGE,EDUCATION,N,0
45,43100,0.2,13500,14.16,0.3132,3,0.1111,0.0443,RENT,DEBTCONSOLIDATION,N,0
43,76700,3.6,10300,7.91,0.1343,7,0.28,0.0106,RENT,MEDICAL,N,0
43,88800,3.8,2500,11.77,0.0282,12,0.48,0.0033,MORTGAGE,DEBTCONSOLIDATION,Y,0
39,93700,4.5,9200,10.22,0.0982,4,0.1905,0.01,RENT,EDUCATION,N,0
60,55900,4.5,15400,11.99,0.2755,6,0.1429,0.033,RENT,HOMEIMPROVEMENT,Y,0
56,70800,6.0,11900,13.92,0.1681,4,0.1053,0.0234,RENT,VENTURE,N,1
47,89700,9.5,15700,10.49,0.175,5,0.1724,0.0184,OTHER,PERSONAL,N,0
46,96200,11.0,17200,13.17,0.1788,9,0.3214,0.0235,MORTGAGE,MEDICAL,N,0
52,34800,7.5,13300,15.98,0.3822,5,0.1471,0.0611,RENT,EDUCATION,N,1
33,92100,1.9,6700,10.11,0.0727,2,0.1333,0.0073,RENT,PERSONAL,N,0
34,63100,4.6,13500,10.75,0.2139,5,0.3125,0.023,MORTGAGE,EDUCATION,N,0
64,77300,3.7,28200,15.93,0.3648,2,0.0435,0.0581,RENT,EDUCATION,N,1
45,76400,3.1,10500,10.96,0.1374,6,0.2222,0.0151,MORTGAGE,PERSONAL,N,0
58,33900,0.8,23700,,0.6991,5,0.125,0.0885,RENT,DEBTCONSOLIDATION,N,1
42,41100,2.2,23200,18.37,0.5645,5,0.2083,0.1037,RENT,DEBTCONSOLIDATION,N,1
54,20500,11.0,4600,10.14,0.2244,7,0.1944,0.0228,MORTGAGE,PERSONAL,N,0
41,115700,0.7,21400,9.69,0.185,13,0.5652,0.0179,RENT,EDUCATION,N,0
47,64200,5.2,18500,8.16,0.2882,7,0.2414,0.0235,RENT,EDUCATION,N,0
38,43100,7.7,13300,13.65,0.3086,6,0.3,0.0421,MORTGAGE,PERSONAL,N,0
46,36900,4.9,8800,13.71,0.2385,3,0.1071,0.0327,MORTGAGE,VENTURE,N,0
34,94600,1.2,27100,13.82,0.2865,8,0.5,0.0396,MORTGAGE,VENTURE,Y,0
34,61000,4.1,32800,19.52,0.5377,11,0.6875,0.105,MORTGAGE,VENTURE,Y,1
53,69500,3.5,10600,13.39,0.1525,5,0.1429,0.0204,RENT,DEBTCONSOLIDATION,N,1
50,43700,13.9,11500,11.95,0.2632,2,0.0625,0.0315,RENT,MEDICAL,N,0
64,30700,0.1,20600,19.89,0.671,10,0.2174,0.1335,MORTGAGE,MEDICAL,Y,1
60,56200,2.4,11200,8.85,0.1993,2,0.0476,0.0176,RENT,EDUCATION,N,1
42,134900,0.9,6600,8.55,0.0489,6,0.25,0.0042,RENT,PERSONAL,N,0
44,125600,2.3,11300,12.2,0.09,6,0.2308,0.011,RENT,MEDICAL,N,0
42,32900,20.1,30700,,0.9331,3,0.125,0.1181,MORTGAGE,EDUCATION,N,1
38,137500,,25400,12.59,0.1847,12,0.6,0.0233,RENT,PERSONAL,N,0
49,109400,1.6,23500,11.2,0.2148,8,0.2581,0.0241,RENT,MEDICAL,N,0
42,104100,2.1,4300,6.07,0.0413,6,0.25,0.0025,MORTGAGE,MEDICAL,N,0
32,40400,8.8,19900,15.08,0.4926,5,0.3571,0.0743,RENT,EDUCATION,Y,1
37,26000,13.2,12100,18.87,0.4654,8,0.4211,0.0878,RENT,VENTURE,N,1
35,27100,2.5,16000,20.18,0.5904,8,0.4706,0.1191,OWN,VENTURE,N,1
70,108700,0.7,11200,8.61,0.103,6,0.1154,0.0089,OWN,VENTURE,N,0
43,13500,4.7,17500,18.26,1.2963,7,0.28,0.2367,RENT,DEBTCONSOLIDATION,N,0
39,17800,14.4,23800,19.09,1.3371,3,0.1429,0.2553,RENT,PERSONAL,Y,1
44,35900,2.0,27600,18.9,0.7688,3,0.1154,0.1453,RENT,PERSONAL,N,1
53,41500,2.1,11200,12.67,0.2699,10,0.2857,0.0342,MORTGAGE,VENTURE,N,0
52,75700,9.7,11900,8.57,0.1572,5,0.1471,0.0135,RENT,HOMEIMPROVEMENT,N,0
40,83700,0.2,22400,11.9,0.2676,8,0.3636,0.0318,MORTGAGE,MEDICAL,N,0
45,36700,1.0,7500,13.59,0.2044,9,0.3333,0.0278,RENT,PERSONAL,N,0
40,36500,8.4,19800,15.43,0.5425,5,0.2273,0.0837,RENT,VENTURE,N,1
42,42900,3.7,7100,9.75,0.1655,2,0.0833,0.0161,MORTGAGE,PERSONAL,N,0
44,40900,3.7,11200,15.33,0.2738,16,0.6154,0.042,RENT,DEBTCONSOLIDATION,N,1
39,66400,2.4,29100,15.03,0.4383,4,0.1905,0.0659,MORTGAGE,EDUCATION,N,0
49,62500,0.1,18600,12.31,0.2976,5,0.1613,0.0366,RENT,HOMEIMPROVEMENT,N,1
41,30400,4.0,9900,14.16,0.3257,9,0.3913,0.0461,MORTGAGE,PERSONAL,N,0
39,85400,0.7,11200,9.79,0.1311,3,0.1429,0.0128,RENT,PERSONAL,Y,1
50,43800,2.3,9800,12.74,0.2237,7,0.2188,0.0285,MORTGAGE,VENTURE,N,0
48,40300,1.2,26600,22.73,0.66,3,0.1,0.15,RENT,PERSONAL,N,1
61,47900,5.1,24400,18.79,0.5094,9,0.2093,0.0957,RENT,DEBTCONSOLIDATION,N,1
39,59000,0.8,13700,14.1,0.2322,2,0.0952,0.0327,MORTGAGE,EDUCATION,N,0
52,142100,2.0,17200,10.48,0.121,2,0.0588,0.0127,RENT,HOMEIMPROVEMENT,N,1
59,46900,0.7,20300,15.52,0.4328,6,0.1463,0.0672,RENT,VENTURE,N,0
65,53200,0.4,8800,12.68,0.1654,8,0.1702,0.021,MORTGAGE,EDUCATION,N,0
59,55400,0.6,16000,9.61,0.2888,5,0.122,0.0278,MORTGAGE,VENTURE,N,0
52,53200,2.3,24000,17.13,0.4511,7,0.2059,0.0773,OTHER,VENTURE,N,0
59,89200,1.7,4400,10.53,0.0493,8,0.1951,0.0052,RENT,DEBTCONSOLIDATION,N,0
36,21000,11.6,8200,,0.3905,7,0.3889,0.0494,RENT,VENTURE,N,1
41,33700,3.9,13000,13.14,0.3858,10,0.4348,0.0507,MORTGAGE,EDUCATION,N,0
42,46900,1.2,8600,12.0,0.1834,5,0.2083,0.022,RENT,PERSONAL,N,0
41,94000,9.4,1600,9.33,0.017,3,0.1304,0.0016,RENT,EDUCATION,N,0
32,21300,2.7,16100,17.54,0.7559,3,0.2143,0.1326,MORTGAGE,VENTURE,Y,1
43,63600,3.3,18300,12.44,0.2877,4,0.16,0.0358,RENT,EDUCATION,N,0
41,97700,2.0,18400,10.11,0.1883,7,0.3043,0.019,MORTGAGE,MEDICAL,N,0
61,25100,11.5,33300,19.64,1.3267,6,0.1395,0.2606,RENT,EDUCATION,N,1
36,113800,9.8,18600,12.61,0.1634,3,0.1667,0.0206,RENT,DEBTCONSOLIDATION,N,0
43,32100,1.1,6500,9.23,0.2025,6,0.24,0.0187,RENT,PERSONAL,N,0
39,102900,2.1,9100,12.45,0.0884,8,0.381,0.011,MORTGAGE,VENTURE,N,0
45,41900,3.1,8700,9.43,0.2076,7,0.2593,0.0196,RENT,EDUCATION,N,0
40,53300,5.8,11200,11.79,0.2101,7,0.3182,0.0248,OWN,HOMEIMPROVEMENT,Y,0
45,65300,4.3,19400,14.25,0.2971,2,0.0741,0.0423,RENT,EDUCATION,Y,0
38,19100,19.2,12400,17.07,0.6492,3,0.15,0.1108,RENT,VENTURE,Y,1
33,38900,1.8,22500,18.45,0.5784,3,0.2,0.1067,RENT,PERSONAL,N,0
49,28700,4.5,8500,13.53,0.2962,2,0.0645,0.0401,RENT,DEBTCONSOLIDATION,N,0
40,60100,0.3,3900,6.0,0.0649,4,0.1818,0.0039,MORTGAGE,EDUCATION,N,0
36,39900,0.6,2300,9.22,0.0576,8,0.4444,0.0053,MORTGAGE,EDUCATION,N,0
48,86200,2.5,20300,13.7,0.2355,6,0.2,0.0323,RENT,EDUCATION,N,0
44,84200,9.6,23700,10.98,0.2815,5,0.1923,0.0309,RENT,DEBTCONSOLIDATION,N,0
35,185600,5.3,22800,8.84,0.1228,5,0.2941,0.0109,RENT,MEDICAL,N,0
45,71600,7.5,13600,8.73,0.1899,8,0.2963,0.0166,RENT,EDUCATION,N,0
54,33700,2.8,12300,13.81,0.365,5,0.1389,0.0504,MORTGAGE,EDUCATION,N,0
41,59800,10.5,7300,10.21,0.1221,3,0.1304,0.0125,MORTGAGE,VENTURE,N,0
39,68300,4.6,14500,15.19,0.2123,4,0.1905,0.0322,RENT,DEBTCONSOLIDATION,N,0
59,32200,25.2,7100,11.12,0.2205,3,0.0732,0.0245,RENT,HOMEIMPROVEMENT,N,0
36,23800,8.2,7800,14.24,0.3277,4,0.2222,0.0467,MORTGAGE,HOMEIMPROVEMENT,N,0
36,90700,8.0,17700,10.54,0.1951,12,0.6667,0.0206,OWN,EDUCATION,N,0
50,56500,11.1,12400,11.2,0.2195,13,0.4062,0.0246,MORTGAGE,PERSONAL,Y,0
44,59300,7.4,26000,17.12,0.4384,2,0.0769,0.0751,RENT,VENTURE,Y,1
35,33400,3.2,31500,19.01,0.9431,8,0.4706,0.1793,RENT,EDUCATION,Y,1
39,25500,5.9,14700,16.49,0.5765,7,0.3333,0.0951,MORTGAGE,VENTURE,N,1
50,56600,7.2,16700,12.61,0.2951,11,0.3438,0.0372,RENT,HOMEIMPROVEMENT,Y,1
