person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
36,97100,MORTGAGE,5.5,PERSONAL,25900,12.01,0,0.27,N,6
47,44800,MORTGAGE,1.2,EDUCATION,24400,15.59,1,0.54,Y,2
64,56600,RENT,14.5,VENTURE,19200,14.94,0,0.34,N,7
31,72400,RENT,7.1,PERSONAL,22500,14.64,0,0.31,N,7
59,105100,MORTGAGE,6.3,VENTURE,19900,11.28,1,0.19,Y,10
46,49800,MORTGAGE,7.2,MEDICAL,10300,,0,0.21,Y,5
35,70400,MORTGAGE,5.4,HOMEIMPROVEMENT,6700,8.74,0,0.1,N,4
44,80100,OWN,0.1,EDUCATION,19200,10.34,0,0.24,N,6
50,90600,RENT,1.5,EDUCATION,25900,11.03,1,0.29,N,7
37,48500,RENT,15.7,DEBTCONSOLIDATION,30600,21.21,1,0.63,N,3
48,109600,MORTGAGE,1.7,DEBTCONSOLIDATION,4600,11.46,0,0.04,N,2
60,24800,RENT,7.4,MEDICAL,17100,16.57,1,0.69,N,7
39,29100,RENT,2.8,VENTURE,16600,18.23,1,0.57,Y,14
36,70600,OWN,11.9,EDUCATION,11400,10.56,0,0.16,N,11
42,69600,MORTGAGE,4.1,DEBTCONSOLIDATION,15100,10.5,0,0.22,N,2
44,47600,MORTGAGE,5.0,VENTURE,13100,14.08,0,0.28,N,6
54,42500,MORTGAGE,1.4,VENTURE,26800,19.48,1,0.63,Y,10
42,42800,RENT,0.3,EDUCATION,10100,10.39,0,0.24,N,6
40,33000,MORTGAGE,7.1,VENTURE,8000,14.64,0,0.24,N,3
36,52900,MORTGAGE,0.4,PERSONAL,18000,13.6,0,0.34,N,2
31,23000,RENT,6.4,MEDICAL,9900,,0,0.43,N,5
34,101000,MORTGAGE,4.1,DEBTCONSOLIDATION,4900,11.07,0,0.05,N,5
34,66800,RENT,8.6,EDUCATION,21800,12.65,0,0.33,N,5
41,110400,RENT,1.2,DEBTCONSOLIDATION,10600,9.32,0,0.1,N,5
32,59200,RENT,3.9,PERSONAL,32400,15.79,1,0.55,N,2
26,53100,RENT,4.8,DEBTCONSOLIDATION,10300,8.45,0,0.19,N,3
43,58000,OWN,0.4,PERSONAL,15200,,0,0.26,N,3
63,36900,RENT,6.7,MEDICAL,7600,13.68,0,0.21,Y,2
55,27300,RENT,2.5,MEDICAL,14700,14.47,0,0.54,N,3
41,31500,RENT,0.7,PERSONAL,9500,13.34,1,0.3,N,4
35,42900,MORTGAGE,2.4,MEDICAL,18200,13.01,0,0.42,N,6
70,33300,RENT,0.5,EDUCATION,3800,6.25,0,0.11,Y,4
44,113800,RENT,10.9,MEDICAL,18700,8.78,0,0.16,N,2
45,36800,MORTGAGE,3.1,PERSONAL,14400,15.25,0,0.39,N,2
42,67300,MORTGAGE,0.7,DEBTCONSOLIDATION,11600,10.61,0,0.17,N,8
43,74700,MORTGAGE,1.5,MEDICAL,5200,7.02,0,0.07,N,4
39,107000,MORTGAGE,6.4,MEDICAL,5100,11.32,0,0.05,N,4
41,78800,RENT,7.7,VENTURE,21400,13.57,1,0.27,Y,6
59,49200,MORTGAGE,0.2,MEDICAL,19900,15.56,1,0.4,N,2
56,138500,MORTGAGE,0.3,VENTURE,13300,11.52,0,0.1,N,6
29,27300,RENT,11.0,MEDICAL,2400,7.62,0,0.09,N,6
33,32300,RENT,2.0,EDUCATION,22100,20.63,1,0.68,Y,4
37,61100,RENT,1.1,EDUCATION,17800,11.16,1,0.29,Y,10
53,56800,RENT,,MEDICAL,5600,9.45,0,0.1,N,5
56,84900,RENT,3.2,EDUCATION,9700,8.52,0,0.11,N,9
50,59200,OWN,7.4,HOMEIMPROVEMENT,5300,9.33,0,0.09,N,10
35,66400,MORTGAGE,3.7,PERSONAL,24300,13.6,0,0.37,N,7
39,93700,RENT,0.1,EDUCATION,14100,10.37,0,0.15,N,8
48,58500,RENT,3.3,MEDICAL,11500,12.01,0,0.2,N,4
41,78700,RENT,1.9,MEDICAL,17000,10.26,1,0.22,N,4
40,35800,RENT,5.7,PERSONAL,20000,18.81,1,0.56,Y,6
40,37100,MORTGAGE,3.7,DEBTCONSOLIDATION,17500,16.83,0,0.47,N,4
55,88000,MORTGAGE,16.8,MEDICAL,22700,12.31,0,0.26,N,2
49,57900,RENT,4.6,MEDICAL,16100,10.87,0,0.28,N,6
41,59500,RENT,5.0,MEDICAL,1900,8.13,0,0.03,N,3
46,37000,OWN,3.7,VENTURE,7100,13.24,0,0.19,N,8
34,43300,RENT,1.9,EDUCATION,24200,17.85,1,0.56,Y,3
39,63400,RENT,5.0,VENTURE,6900,10.38,1,0.11,N,2
54,45900,RENT,2.0,HOMEIMPROVEMENT,16700,17.09,1,0.36,N,7
32,33700,RENT,6.3,PERSONAL,8500,10.81,0,0.25,N,10
49,33900,MORTGAGE,1.4,DEBTCONSOLIDATION,29100,23.22,1,0.86,N,4
29,38200,MORTGAGE,2.3,EDUCATION,8800,12.64,0,0.23,N,8
62,45000,RENT,4.4,VENTURE,11200,16.2,1,0.25,N,4
39,46500,RENT,,DEBTCONSOLIDATION,20900,15.6,0,0.45,N,9
47,128400,MORTGAGE,5.5,EDUCATION,17600,8.95,0,0.14,N,3
45,90100,RENT,6.0,DEBTCONSOLIDATION,10500,12.95,0,0.12,N,8
45,63800,RENT,1.9,EDUCATION,18700,11.63,0,0.29,N,5
46,150900,OWN,11.2,HOMEIMPROVEMENT,30800,10.63,0,0.2,N,15
31,50800,MORTGAGE,0.2,EDUCATION,7300,,0,0.14,N,7
45,70400,MORTGAGE,1.0,MEDICAL,9100,6.11,0,0.13,N,5
42,64900,MORTGAGE,,EDUCATION,12900,11.04,0,0.2,Y,13
39,70300,RENT,,EDUCATION,10400,8.13,0,0.15,N,3
37,35900,OWN,1.6,DEBTCONSOLIDATION,10400,,0,0.29,N,9
45,45800,RENT,1.1,EDUCATION,12500,11.23,1,0.27,Y,8
36,34700,RENT,3.3,DEBTCONSOLIDATION,21400,19.69,1,0.62,Y,12
54,67800,RENT,4.8,DEBTCONSOLIDATION,11200,14.33,0,0.17,N,9
48,54300,RENT,4.8,HOMEIMPROVEMENT,9400,9.17,0,0.17,Y,5
46,19200,RENT,4.1,DEBTCONSOLIDATION,15100,,1,0.79,Y,13
53,71900,RENT,24.1,HOMEIMPROVEMENT,24300,11.57,0,0.34,N,12
30,61000,RENT,9.8,EDUCATION,18700,9.97,0,0.31,N,6
34,138300,RENT,1.4,HOMEIMPROVEMENT,10800,5.61,0,0.08,N,7
48,90200,RENT,7.1,EDUCATION,30000,9.67,0,0.33,N,2
38,99900,RENT,4.2,EDUCATION,18500,7.34,0,0.19,N,7
38,29100,RENT,0.4,EDUCATION,7100,9.87,0,0.24,N,6
33,100200,RENT,0.3,PERSONAL,18600,11.62,0,0.19,N,6
36,48700,RENT,8.0,EDUCATION,25900,15.36,1,0.53,N,18
54,37000,RENT,3.9,MEDICAL,13400,12.65,1,0.36,Y,9
48,14900,MORTGAGE,4.2,PERSONAL,19500,19.56,1,1.31,Y,10
45,111600,RENT,2.0,VENTURE,7400,10.59,0,0.07,N,6
39,46300,RENT,13.3,EDUCATION,6500,11.04,0,0.14,Y,10
45,50700,OWN,6.2,VENTURE,16900,15.06,0,0.33,N,8
55,64600,MORTGAGE,13.1,MEDICAL,12000,12.92,1,0.19,N,2
38,150900,MORTGAGE,0.5,VENTURE,13100,10.93,0,0.09,N,5
43,47800,MORTGAGE,4.4,VENTURE,10300,11.43,0,0.22,N,6
62,53700,RENT,5.1,HOMEIMPROVEMENT,13100,15.17,1,0.24,N,2
50,92300,MORTGAGE,0.7,DEBTCONSOLIDATION,6200,13.47,0,0.07,N,4
39,46500,MORTGAGE,2.1,EDUCATION,6400,8.12,0,0.14,N,15
49,34300,RENT,1.2,EDUCATION,12800,14.75,0,0.37,N,3
32,16300,MORTGAGE,14.0,DEBTCONSOLIDATION,13000,20.1,1,0.8,Y,4
43,113000,MORTGAGE,3.9,VENTURE,24300,14.06,0,0.22,N,5
49,61800,RENT,1.9,PERSONAL,10700,11.87,0,0.17,N,7
47,73200,RENT,5.5,VENTURE,18100,9.4,0,0.25,N,6
49,41500,RENT,5.4,PERSONAL,10200,14.17,0,0.25,N,17
52,78700,RENT,2.1,EDUCATION,10300,10.7,0,0.13,N,7
48,39300,RENT,25.5,PERSONAL,19000,17.73,0,0.48,N,6
47,59200,RENT,8.3,DEBTCONSOLIDATION,15300,15.68,0,0.26,N,3
45,57500,RENT,2.6,MEDICAL,11500,11.23,0,0.2,N,2
35,100800,OWN,5.4,MEDICAL,13600,10.47,0,0.13,N,4
54,77300,MORTGAGE,6.2,VENTURE,23300,14.29,0,0.3,N,5
43,38400,MORTGAGE,1.0,DEBTCONSOLIDATION,20000,18.6,1,0.52,Y,2
50,75400,RENT,10.5,DEBTCONSOLIDATION,27400,14.48,0,0.36,N,3
53,44300,RENT,8.7,VENTURE,24600,18.34,1,0.56,Y,4
39,34700,MORTGAGE,7.0,PERSONAL,17900,,1,0.52,N,6
40,73400,RENT,1.3,DEBTCONSOLIDATION,8200,14.6,0,0.11,N,4
41,60300,RENT,0.7,EDUCATION,11300,,0,0.19,N,6
56,28100,MORTGAGE,1.0,DEBTCONSOLIDATION,15200,18.95,0,0.54,N,4
36,40800,RENT,0.5,MEDICAL,4000,,0,0.1,Y,4
58,81600,RENT,14.1,VENTURE,18200,13.43,0,0.22,N,9
45,67100,OWN,9.5,HOMEIMPROVEMENT,30800,15.95,0,0.46,N,2
46,68700,RENT,0.5,VENTURE,22700,17.23,0,0.33,N,7
52,149500,MORTGAGE,5.7,EDUCATION,18400,10.32,0,0.12,N,4
44,93700,OWN,1.4,DEBTCONSOLIDATION,18100,14.18,0,0.19,N,9
54,50800,RENT,0.1,VENTURE,25500,17.47,0,0.5,N,3
39,43400,MORTGAGE,1.7,EDUCATION,10300,8.17,0,0.24,N,2
58,37300,RENT,2.9,EDUCATION,12900,12.58,0,0.35,N,5
40,42100,MORTGAGE,0.1,MEDICAL,17700,16.59,0,0.42,Y,11
59,22500,RENT,2.0,EDUCATION,15600,20.44,1,0.69,Y,3
40,27800,OTHER,6.0,PERSONAL,23300,20.9,1,0.84,N,4
41,77800,MORTGAGE,1.3,VENTURE,11300,12.62,0,0.15,Y,8
36,126000,MORTGAGE,3.3,DEBTCONSOLIDATION,12300,10.87,0,0.1,N,6
37,55800,MORTGAGE,10.9,VENTURE,9200,12.64,0,0.16,N,4
43,36800,RENT,0.1,MEDICAL,17100,17.89,0,0.46,N,6
46,12000,RENT,7.7,EDUCATION,11800,22.09,1,0.98,N,18
53,138300,RENT,,EDUCATION,15000,12.34,1,0.11,N,9
42,25900,RENT,3.9,HOMEIMPROVEMENT,5100,15.39,0,0.2,N,15
35,24100,MORTGAGE,1.3,EDUCATION,18800,16.76,1,0.78,N,7
47,46000,MORTGAGE,4.3,VENTURE,14700,13.53,0,0.32,N,7
45,52900,RENT,6.6,DEBTCONSOLIDATION,19900,13.69,0,0.38,Y,8
48,54500,RENT,1.1,HOMEIMPROVEMENT,9300,8.85,0,0.17,N,7
38,33900,MORTGAGE,2.1,EDUCATION,23700,21.17,1,0.7,Y,5
39,68100,RENT,4.2,EDUCATION,24300,,0,0.36,N,4
38,40700,MORTGAGE,2.7,EDUCATION,12700,15.05,0,0.31,Y,6
55,41200,RENT,1.7,EDUCATION,6100,9.6,0,0.15,N,6
58,46500,RENT,3.0,VENTURE,14100,16.29,1,0.3,N,7
39,37300,MORTGAGE,1.7,PERSONAL,17300,16.2,0,0.46,N,10
39,27200,RENT,1.8,PERSONAL,16200,18.69,1,0.6,Y,13
50,28200,RENT,4.7,MEDICAL,25500,20.55,1,0.9,Y,2
60,29500,MORTGAGE,3.2,PERSONAL,26500,19.1,1,0.9,Y,10
63,69600,RENT,5.7,EDUCATION,16700,10.2,0,0.24,Y,7
38,67500,MORTGAGE,9.1,DEBTCONSOLIDATION,17200,10.88,0,0.25,N,4
40,46700,OWN,14.3,DEBTCONSOLIDATION,6900,14.69,0,0.15,N,10
46,48000,MORTGAGE,0.8,VENTURE,11800,12.72,0,0.25,Y,6
47,103000,MORTGAGE,4.9,MEDICAL,10700,7.92,0,0.1,N,9
42,71900,RENT,4.4,HOMEIMPROVEMENT,11000,9.87,0,0.15,N,5
37,128100,MORTGAGE,10.1,DEBTCONSOLIDATION,19500,9.79,0,0.15,N,5
43,39400,RENT,11.3,EDUCATION,13700,14.61,0,0.35,Y,6
63,28500,MORTGAGE,7.1,VENTURE,14000,17.83,0,0.49,N,13
39,93700,RENT,4.5,EDUCATION,9200,10.22,0,0.1,N,4
46,53600,RENT,1.1,EDUCATION,7700,9.49,0,0.14,N,7
70,34800,MORTGAGE,1.6,EDUCATION,12200,16.58,0,0.35,N,3
39,70900,MORTGAGE,4.6,PERSONAL,5000,9.84,0,0.07,N,11
50,36800,RENT,0.8,MEDICAL,7600,13.85,0,0.21,Y,18
63,79100,RENT,1.0,MEDICAL,22300,11.01,0,0.28,N,4
49,70800,RENT,12.1,EDUCATION,12700,12.96,0,0.18,N,2
55,47800,MORTGAGE,15.7,EDUCATION,30400,18.06,1,0.64,N,20
51,21400,RENT,0.0,DEBTCONSOLIDATION,2100,10.87,1,0.1,N,10
48,32600,RENT,9.9,PERSONAL,26600,19.55,1,0.82,Y,6
58,124900,RENT,,MEDICAL,17500,9.69,0,0.14,N,2
50,141500,RENT,3.7,EDUCATION,16700,11.5,0,0.12,N,9
42,225500,MORTGAGE,3.0,PERSONAL,23100,10.17,0,0.1,N,11
45,67500,RENT,12.6,HOMEIMPROVEMENT,16800,8.51,1,0.25,N,2
47,29700,RENT,0.0,VENTURE,4100,14.16,1,0.14,N,2
40,113100,OWN,9.2,EDUCATION,25900,13.31,0,0.23,N,4
45,46900,MORTGAGE,1.8,PERSONAL,24400,19.7,1,0.52,Y,13
44,37200,MORTGAGE,5.1,EDUCATION,14400,14.37,1,0.39,Y,4
50,65100,MORTGAGE,2.0,EDUCATION,6900,9.07,0,0.11,N,4
68,153800,MORTGAGE,3.7,VENTURE,22400,10.27,0,0.15,N,11
46,51100,RENT,8.3,MEDICAL,14600,12.76,0,0.29,N,15
60,54700,RENT,1.0,HOMEIMPROVEMENT,10600,12.06,0,0.19,N,2
49,23300,MORTGAGE,5.5,DEBTCONSOLIDATION,32600,20.58,1,1.4,Y,2
45,57500,MORTGAGE,11.4,MEDICAL,7700,8.71,0,0.13,N,3
40,78100,RENT,11.6,HOMEIMPROVEMENT,7700,10.74,0,0.1,N,3
45,51600,RENT,11.2,MEDICAL,16200,12.78,0,0.31,Y,13
45,53800,OWN,,VENTURE,9500,12.4,0,0.18,N,3
38,61300,RENT,7.3,VENTURE,12200,9.75,0,0.2,N,13
39,30400,RENT,3.0,PERSONAL,9100,11.05,0,0.3,N,2
47,15500,RENT,3.1,MEDICAL,21100,,0,1.36,N,2
60,51200,RENT,1.7,HOMEIMPROVEMENT,9700,10.73,0,0.19,N,7
43,47900,MORTGAGE,1.7,MEDICAL,23200,14.76,0,0.48,N,3
33,74100,RENT,0.2,PERSONAL,19700,12.29,0,0.27,Y,5
29,202500,MORTGAGE,3.8,PERSONAL,10100,7.23,0,0.05,N,6
35,110500,RENT,1.8,DEBTCONSOLIDATION,21700,16.23,0,0.2,N,8
50,17500,MORTGAGE,1.0,VENTURE,10500,20.57,1,0.6,Y,12
34,216700,RENT,0.6,PERSONAL,12100,8.16,0,0.06,N,5
52,78100,RENT,2.1,EDUCATION,5600,10.88,0,0.07,Y,6
50,46800,OWN,11.5,PERSONAL,15500,14.08,0,0.33,N,7
43,122000,RENT,3.6,PERSONAL,22300,10.67,0,0.18,N,7
32,13300,MORTGAGE,4.1,MEDICAL,16700,17.51,1,1.26,Y,2
38,40200,OWN,0.3,MEDICAL,15100,14.5,0,0.38,N,3
41,60400,RENT,3.7,MEDICAL,25500,14.8,0,0.42,N,8
47,56200,RENT,5.5,EDUCATION,12800,14.31,1,0.23,Y,4
34,124600,RENT,0.8,PERSONAL,33100,9.61,0,0.27,N,8
58,103700,RENT,20.5,DEBTCONSOLIDATION,13200,11.13,0,0.13,N,10
47,78800,MORTGAGE,12.3,PERSONAL,17200,10.12,0,0.22,N,8
48,46500,RENT,24.9,VENTURE,4600,9.59,0,0.1,N,9
50,91900,OTHER,2.2,HOMEIMPROVEMENT,18700,9.62,0,0.2,N,2
57,39000,MORTGAGE,8.6,VENTURE,10500,13.21,0,0.27,Y,8
45,82800,MORTGAGE,2.0,MEDICAL,6900,,0,0.08,N,2
50,36300,RENT,6.9,PERSONAL,7300,10.69,0,0.2,N,10
38,63700,RENT,14.8,VENTURE,14200,14.04,0,0.22,N,12
63,24300,RENT,0.8,HOMEIMPROVEMENT,16000,19.51,1,0.66,N,8
45,95800,MORTGAGE,0.8,DEBTCONSOLIDATION,18800,13.06,0,0.2,N,9
38,42400,RENT,0.6,HOMEIMPROVEMENT,12900,14.36,1,0.3,N,6
40,25500,MORTGAGE,8.0,EDUCATION,24100,20.48,1,0.95,Y,7
30,31900,MORTGAGE,5.5,MEDICAL,5300,8.91,1,0.17,Y,3
40,45800,MORTGAGE,3.7,PERSONAL,6700,11.37,0,0.15,N,2
27,32800,MORTGAGE,7.4,MEDICAL,8900,11.65,0,0.27,N,8
51,80500,MORTGAGE,9.5,PERSONAL,6300,10.87,0,0.08,N,6
47,46500,RENT,14.9,PERSONAL,20300,,0,0.44,Y,3
36,90600,RENT,1.1,PERSONAL,11300,8.72,0,0.12,N,10
43,46400,RENT,2.9,VENTURE,16300,12.27,1,0.35,N,2
43,80400,MORTGAGE,12.8,PERSONAL,20600,13.38,0,0.26,N,6
35,54400,RENT,3.1,PERSONAL,15000,12.72,1,0.28,N,8
42,47000,MORTGAGE,3.3,PERSONAL,14700,14.87,0,0.31,Y,7
44,30600,MORTGAGE,14.3,DEBTCONSOLIDATION,13000,16.6,1,0.42,Y,8
41,56200,RENT,6.6,HOMEIMPROVEMENT,18600,12.66,0,0.33,N,5
38,81200,MORTGAGE,4.0,EDUCATION,14600,,0,0.18,N,10
36,37100,RENT,2.2,DEBTCONSOLIDATION,12000,13.42,1,0.32,Y,3
41,53800,RENT,12.3,MEDICAL,16600,15.47,1,0.31,N,7
39,40000,MORTGAGE,0.0,VENTURE,29200,19.95,1,0.73,N,12
49,157100,OTHER,1.9,HOMEIMPROVEMENT,22000,11.46,0,0.14,N,8
58,64300,MORTGAGE,14.6,PERSONAL,12900,9.33,0,0.2,N,9
53,56900,OWN,3.4,EDUCATION,16400,10.2,0,0.29,N,9
44,41500,MORTGAGE,4.9,VENTURE,11800,14.18,0,0.28,N,5
38,88100,MORTGAGE,3.8,DEBTCONSOLIDATION,14400,13.42,0,0.16,N,9
52,54200,RENT,2.5,MEDICAL,19700,18.73,0,0.36,N,3
50,52300,RENT,5.5,DEBTCONSOLIDATION,23000,13.87,1,0.44,Y,29
57,52000,RENT,7.3,DEBTCONSOLIDATION,5100,9.19,0,0.1,Y,6
45,29500,RENT,,DEBTCONSOLIDATION,7700,15.45,1,0.26,N,4
62,123300,MORTGAGE,4.5,MEDICAL,15700,7.91,0,0.13,N,2
45,89800,RENT,0.4,VENTURE,18800,,0,0.21,N,5
38,54400,MORTGAGE,4.0,MEDICAL,17700,13.8,0,0.33,N,5
39,51200,RENT,6.9,VENTURE,9200,13.84,0,0.18,Y,3
48,33400,RENT,,EDUCATION,17500,19.16,1,0.52,Y,2
39,24100,RENT,10.5,MEDICAL,13200,,1,0.55,Y,3
62,33400,RENT,1.7,HOMEIMPROVEMENT,9200,,0,0.28,Y,7
48,101600,OWN,3.4,VENTURE,24900,13.85,0,0.25,N,2
44,43800,MORTGAGE,0.5,EDUCATION,14600,12.38,1,0.33,Y,7
45,98300,RENT,6.0,VENTURE,24000,10.48,0,0.24,N,12
41,53300,MORTGAGE,2.9,PERSONAL,12300,10.3,0,0.23,N,2
31,33600,MORTGAGE,3.8,VENTURE,17000,16.29,0,0.51,N,5
39,36200,MORTGAGE,0.7,VENTURE,22300,23.22,1,0.62,Y,2
60,62000,OTHER,29.7,PERSONAL,10600,,0,0.17,N,10
46,22200,MORTGAGE,7.4,EDUCATION,23800,17.9,1,1.07,Y,9
54,35500,MORTGAGE,2.6,MEDICAL,11100,12.93,0,0.31,N,5
54,42200,OWN,4.2,PERSONAL,8400,7.55,0,0.2,N,6
43,85100,RENT,4.8,VENTURE,19800,11.75,0,0.23,N,4
50,63300,RENT,16.2,DEBTCONSOLIDATION,10800,8.92,0,0.17,N,2
32,60100,RENT,7.3,VENTURE,28600,16.91,0,0.48,N,6
59,69900,MORTGAGE,2.2,EDUCATION,21900,10.1,0,0.31,Y,6
58,95700,MORTGAGE,19.0,EDUCATION,8900,8.22,0,0.09,N,11
48,55700,MORTGAGE,1.8,VENTURE,31500,17.35,1,0.57,Y,9
46,30700,RENT,4.3,MEDICAL,11300,,1,0.37,N,5
43,60100,MORTGAGE,6.0,MEDICAL,15200,9.83,0,0.25,N,6
55,34100,MORTGAGE,1.6,VENTURE,5500,11.35,0,0.16,N,4
51,17400,RENT,15.7,MEDICAL,4400,14.32,1,0.25,N,5
26,60100,RENT,1.2,EDUCATION,10000,13.66,0,0.17,N,4
40,72000,MORTGAGE,2.9,PERSONAL,2800,5.42,0,0.04,N,6
35,65600,MORTGAGE,1.0,HOMEIMPROVEMENT,9700,8.95,0,0.15,N,2
34,71500,MORTGAGE,10.4,EDUCATION,14400,12.85,0,0.2,N,16
55,100000,RENT,1.3,EDUCATION,18500,9.64,0,0.18,Y,5
43,31800,RENT,0.2,VENTURE,9300,15.07,0,0.29,N,6
48,43800,MORTGAGE,0.2,EDUCATION,12100,13.02,0,0.28,N,6
44,26700,OWN,2.7,MEDICAL,11600,,0,0.43,N,9
34,69400,OWN,3.7,HOMEIMPROVEMENT,10600,7.04,0,0.15,N,10
32,106500,MORTGAGE,0.2,DEBTCONSOLIDATION,11800,12.98,0,0.11,N,9
40,40200,MORTGAGE,0.5,PERSONAL,13700,15.9,0,0.34,N,14
41,80600,RENT,0.5,EDUCATION,8300,8.67,0,0.1,N,2
41,35500,MORTGAGE,5.5,MEDICAL,13200,14.59,1,0.37,Y,2
41,77300,RENT,1.8,VENTURE,9400,10.16,0,0.12,N,3
66,15900,MORTGAGE,4.1,PERSONAL,5200,13.5,0,0.33,N,7
54,125200,RENT,,PERSONAL,8600,10.44,0,0.07,N,15
46,29700,MORTGAGE,11.1,EDUCATION,27400,17.84,1,0.92,Y,3
43,59500,MORTGAGE,1.8,VENTURE,14100,13.98,0,0.24,N,9
43,117300,RENT,7.5,EDUCATION,31100,13.7,1,0.27,N,5
51,28500,RENT,8.8,HOMEIMPROVEMENT,8800,14.88,1,0.31,Y,5
43,142600,RENT,22.1,VENTURE,10000,9.78,0,0.07,N,7
52,172200,RENT,6.8,MEDICAL,17200,7.46,0,0.1,N,8
47,79100,RENT,2.9,DEBTCONSOLIDATION,11100,11.02,1,0.14,N,6
67,54700,MORTGAGE,0.8,DEBTCONSOLIDATION,11200,,0,0.2,Y,9
42,48900,MORTGAGE,0.2,VENTURE,23300,19.11,1,0.48,N,4
55,74300,OTHER,10.9,PERSONAL,3800,9.44,0,0.05,N,6
35,81700,RENT,3.0,MEDICAL,17800,,0,0.22,N,6
38,17900,RENT,6.9,MEDICAL,24700,16.42,1,1.38,Y,4
64,46300,RENT,3.4,VENTURE,7900,10.07,0,0.17,N,11
52,39300,RENT,,DEBTCONSOLIDATION,12000,13.51,0,0.31,N,8
48,36300,MORTGAGE,6.9,VENTURE,22000,17.93,1,0.61,Y,10
70,36700,RENT,0.4,VENTURE,14700,10.47,0,0.4,N,10
43,26600,MORTGAGE,,PERSONAL,11200,13.45,0,0.42,Y,3
55,127100,RENT,1.6,DEBTCONSOLIDATION,16800,11.5,0,0.13,N,9
55,39200,MORTGAGE,7.4,PERSONAL,10600,14.55,1,0.27,N,5
61,50000,OWN,14.8,MEDICAL,16800,15.97,0,0.34,N,2
35,45600,RENT,13.3,HOMEIMPROVEMENT,7300,12.09,0,0.16,N,7
43,40100,OWN,0.7,EDUCATION,8800,,0,0.22,N,4
47,68100,RENT,0.3,VENTURE,3000,12.72,0,0.04,N,3
61,45600,RENT,7.5,DEBTCONSOLIDATION,8100,11.9,0,0.18,N,2
48,75600,OWN,6.2,PERSONAL,7000,10.17,1,0.09,N,5
55,128500,MORTGAGE,1.0,PERSONAL,16200,9.44,0,0.13,N,2
34,29600,RENT,5.8,EDUCATION,28000,19.14,1,0.95,Y,4
41,64700,RENT,0.1,VENTURE,8700,12.21,1,0.13,Y,9
58,63700,RENT,5.0,HOMEIMPROVEMENT,6900,7.91,0,0.11,N,4
42,28400,MORTGAGE,8.9,EDUCATION,14700,18.25,1,0.52,Y,9
44,77300,MORTGAGE,5.1,MEDICAL,8000,8.07,0,0.1,N,8
60,46900,RENT,0.3,MEDICAL,14900,13.68,0,0.32,N,5
37,129100,MORTGAGE,19.0,MEDICAL,14100,10.24,0,0.11,N,7
38,93800,RENT,2.2,PERSONAL,3300,9.64,0,0.04,N,3
33,54200,MORTGAGE,2.4,EDUCATION,29400,16.97,0,0.54,N,7
61,48100,RENT,0.4,VENTURE,8400,9.16,0,0.17,N,11
53,140500,RENT,0.9,MEDICAL,25400,13.03,0,0.18,N,10
53,39400,RENT,1.6,PERSONAL,11600,13.02,0,0.29,N,5
41,62700,RENT,8.0,MEDICAL,7600,7.42,0,0.12,N,12
33,52300,RENT,5.9,VENTURE,6400,15.5,0,0.12,N,2
32,104500,RENT,4.4,PERSONAL,14200,11.65,0,0.14,N,6
58,109000,RENT,10.0,PERSONAL,11200,11.75,0,0.1,N,6
49,73000,RENT,30.6,DEBTCONSOLIDATION,26500,15.18,0,0.36,N,4
51,40500,MORTGAGE,2.4,HOMEIMPROVEMENT,8400,14.26,0,0.21,N,3
46,49700,RENT,2.5,DEBTCONSOLIDATION,19400,,1,0.39,N,3
37,27500,RENT,6.7,HOMEIMPROVEMENT,8100,13.16,1,0.29,Y,5
41,62100,OTHER,5.2,EDUCATION,24400,15.4,0,0.39,N,9
36,34800,RENT,0.1,PERSONAL,14200,13.18,0,0.41,N,4
35,185600,RENT,5.3,MEDICAL,22800,8.84,0,0.12,N,5
52,40100,MORTGAGE,,DEBTCONSOLIDATION,12700,,0,0.32,N,8
32,95200,RENT,14.0,DEBTCONSOLIDATION,7900,7.63,0,0.08,N,9
36,125600,MORTGAGE,4.4,EDUCATION,14800,10.34,0,0.12,N,5
42,85500,RENT,5.8,VENTURE,9600,9.53,0,0.11,N,5
44,41000,RENT,7.8,DEBTCONSOLIDATION,8100,12.46,0,0.2,N,7
33,39400,MORTGAGE,0.5,VENTURE,25800,21.83,1,0.65,Y,9
32,250000,RENT,6.6,MEDICAL,15100,9.81,0,0.06,N,5
48,160400,RENT,4.0,EDUCATION,21700,8.5,0,0.14,N,4
46,64000,RENT,0.5,PERSONAL,20900,12.81,1,0.33,Y,12
58,45000,RENT,5.5,EDUCATION,1500,7.53,0,0.03,N,9
45,33600,RENT,1.3,VENTURE,25000,19.14,1,0.74,N,5
49,38500,RENT,3.9,DEBTCONSOLIDATION,20800,18.05,1,0.54,Y,8
38,80100,MORTGAGE,1.6,MEDICAL,9600,8.86,0,0.12,N,11
38,193300,MORTGAGE,0.6,PERSONAL,8900,7.09,0,0.05,N,8
34,50700,MORTGAGE,1.4,DEBTCONSOLIDATION,4900,8.29,0,0.1,N,4
38,104700,MORTGAGE,2.9,EDUCATION,6000,,0,0.06,N,4
41,88800,MORTGAGE,3.4,DEBTCONSOLIDATION,8300,9.5,0,0.09,N,8
